Location,Building Type,Max Price Per Room,SDA Design Category,Vacancy,Has Fire Sprinklers,Has Breakout Room,Onsite Overnight Assistance
Miranda NSW 2228,"Group home, 5 residents",0,Multi Design Category,1,0,0,1
West Pennant Hills NSW 2125,"Apartment, 1 bedroom, 1 resident",108905.4,High Physical Support,1,1,0,1
St Marys NSW 2760,"Villa / Duplex / Townhouse, 1 residents",67131.76,High Physical Support,1,0,0,0
Greystanes NSW 2145,"Apartment, 1 bedroom, 1 resident",105865.17,High Physical Support,1,0,0,1
Blacktown NSW 2148,"Villa / Duplex / Townhouse, 1 residents",75078.35,High Physical Support,1,1,0,0
South Granville NSW 2142,"Villa / Duplex / Townhouse, 1 residents",78326.14,Robust,1,1,0,1
Deanside VIC 3336,"House, 3 residents",66943.58,High Physical Support,2,1,0,1
Wyndham Vale VIC 3024,"House, 2 residents",81081.33,Robust,3,0,0,1
Brunswick West VIC 3055,"Apartment, 1 bedroom, 1 resident",101450.22,Fully Accessible,1,1,0,1
Kilmore VIC 3764,"Villa / Duplex / Townhouse, 1 residents",64428.88,High Physical Support,1,0,0,1
Frankston VIC 3199,"Villa / Duplex / Townhouse, 1 residents",54771.42,Improved Liveability,1,0,0,0
Leederville WA 6007,"Apartment, 2 bedroom, 1 resident",102776.04,High Physical Support,1,0,0,0
Leederville WA 6007,"Apartment, 2 bedroom, 1 resident",117431.64,High Physical Support,1,0,0,1
Leederville WA 6007,"Apartment, 2 bedroom, 1 resident",117431.64,High Physical Support,1,0,0,1
Leederville WA 6007,"Apartment, 2 bedroom, 1 resident",117431.64,High Physical Support,1,0,0,1
Baldivis WA 6171,"House, 3 residents",67074.18,High Physical Support,2,0,0,1
Armadale WA 6112,"House, 3 residents",65846.73,High Physical Support,3,0,0,1
Officer VIC 3809,"House, 3 residents",59439.36,High Physical Support,1,1,0,1
Strathtulloh VIC 3338,"House, 2 residents",76417.57,Improved Liveability,3,0,0,1
Noble Park VIC 3174,"House, 3 residents",63492.88,High Physical Support,3,1,0,1
Clyde North VIC 3978,"House, 3 residents",56615.88,High Physical Support,2,0,0,1
Clyde North VIC 3978,"House, 3 residents",63492.88,High Physical Support,1,1,0,1
Wantirna VIC 3152,"House, 3 residents",60732.32,High Physical Support,3,1,0,1
Cranbourne VIC 3977,"House, 2 residents",86087.16,Robust,1,1,0,1
Cranbourne VIC 3977,"Villa / Duplex / Townhouse, 1 residents",68563.4,Robust,1,1,0,0
Armstrong Creek VIC 3217,"House, 2 residents",81740.49,Robust,1,1,0,1
Newcomb VIC 3219,"House, 2 residents",92237.4,High Physical Support,1,1,0,1
Doreen VIC 3754,"House, 2 residents",89577.9,Robust,1,1,1,1
Doreen VIC 3754,"Villa / Duplex / Townhouse, 1 residents",72240.54,Robust,1,1,0,1
Mooroolbark VIC 3138,"House, 2 residents",87587.28,Robust,1,1,1,1
Melton West VIC 3337,"House, 2 residents",96545.07,Robust,1,1,1,1
Melton West VIC 3337,"Villa / Duplex / Townhouse, 1 residents",76124.44,Robust,1,1,0,1
Melton West VIC 3337,"Villa / Duplex / Townhouse, 1 residents",76124.44,Robust,1,1,0,1
Sebastopol VIC 3356,"House, 2 residents",83606.04,Robust,1,1,1,1
Koo Wee Rup VIC 3981,"House, 2 residents",91568.52,Robust,1,1,1,1
Koo Wee Rup VIC 3981,"Villa / Duplex / Townhouse, 1 residents",73794.1,Robust,1,1,0,1
Kilmore VIC 3764,"House, 2 residents",83606.04,Robust,1,1,1,1
Kilmore VIC 3764,"Villa / Duplex / Townhouse, 1 residents",69133.42,Robust,1,1,0,1
Ryde NSW 2112,"Apartment, 2 bedroom, 2 resident",38792.89,Fully Accessible,1,0,0,0
Ryde NSW 2112,"Apartment, 2 bedroom, 1 resident",89370.36,Fully Accessible,2,0,0,0
Cloverdale WA 6105,"Villa / Duplex / Townhouse, 2 residents",51039.25,High Physical Support,1,1,0,1
Bayswater WA 6053,"House, 3 residents",60085.44,High Physical Support,1,1,0,1
Warwick WA 6024,"House, 2 residents",92137.32,High Physical Support,1,1,0,1
Murarrie QLD 4172,"Apartment, 2 bedroom, 1 resident",107594.34,High Physical Support,1,1,0,1
Arundel QLD 4214,"Apartment, 1 bedroom, 1 resident",103566.9,High Physical Support,1,1,0,1
Bentley WA 6102,"Villa / Duplex / Townhouse, 2 residents",51039.25,High Physical Support,1,1,0,1
Everton Park QLD 4053,"House, 3 residents",63315.84,High Physical Support,1,1,0,1
Cannington WA 6107,"House, 3 residents",69130.56,High Physical Support,1,1,0,1
Belmont WA 6104,"House, 2 residents",98652.08,High Physical Support,2,1,0,1
Boondall QLD 4034,"House, 2 residents",91206.64,High Physical Support,5,1,0,1
Blacktown NSW 2148,"House, 3 residents",65900.16,High Physical Support,1,1,0,1
Woodypoint QLD 4019,"House, 3 residents",54769.71,High Physical Support,1,0,0,1
Cheltenham VIC 3192,"House, 3 residents",78675.96,High Physical Support,1,1,0,1
White Hills VIC 3550,"House, 3 residents",43524.25,Improved Liveability,1,0,0,1
Hope Island QLD 4212,"Apartment, 1 bedroom, 1 resident",103566.9,High Physical Support,1,1,0,1
Bowen QLD 4805,"Apartment, 2 bedroom, 1 resident",133106.4,High Physical Support,2,1,0,1
Officer VIC 3809,"House, 2 residents",86087.16,Robust,1,1,0,1
Clyde North VIC 3978,"House, 2 residents",86087.16,Robust,1,1,0,1
Seaford VIC 3198,"House, 3 residents",58147.2,High Physical Support,1,1,0,1
Seaford VIC 3198,"Villa / Duplex / Townhouse, 1 residents",72387.48,High Physical Support,2,1,0,1
Waurn Ponds VIC 3216,"House, 2 residents",86553.24,High Physical Support,1,1,0,1
Traralgon VIC 3844,"House, 2 residents",82319.4,High Physical Support,1,1,0,1
Thornbury VIC 3071,"House, 2 residents",135876.6,High Physical Support,1,1,0,1
Frankston VIC 3199,"House, 3 residents",62112.6,High Physical Support,1,1,0,1
Hamlyn Heights VIC 3215,"House, 3 residents",59439.36,High Physical Support,2,1,0,1
Frankston VIC 3199,"House, 3 residents",62112.6,High Physical Support,2,1,0,1
Pascoe Vale VIC 3044,"House, 3 residents",57971.76,High Physical Support,1,1,0,1
Delacombe VIC 3356,"House, 3 residents",57971.76,High Physical Support,1,1,0,1
Mentone VIC 3194,"House, 3 residents",78675.96,High Physical Support,1,1,0,1
Seaford VIC 3198,"House, 3 residents",62112.6,High Physical Support,1,1,0,1
Tullamarine VIC 3043,"House, 2 residents",83311.2,High Physical Support,2,1,0,1
Coburg VIC 3058,"House, 3 residents",94549.18,High Physical Support,1,1,0,1
Wangaratta VIC 3677,"House, 3 residents",57971.76,High Physical Support,1,1,0,1
Rosebud VIC 3939,"House, 3 residents",58147.2,High Physical Support,1,1,0,1
Portland VIC 3305,"Villa / Duplex / Townhouse, 1 residents",74337.3,High Physical Support,1,1,0,1
Bonbeach VIC 3196,"House, 2 residents",101431.5,High Physical Support,1,1,0,1
Grovedale VIC 3216,"House, 3 residents",59439.36,High Physical Support,1,1,0,1
Cranbourne East VIC 3977,"House, 3 residents",59439.36,High Physical Support,3,1,0,1
St Albans VIC 3021,"Villa / Duplex / Townhouse, 1 residents",71737.96,Robust,1,1,0,1
Winter Valley VIC 3358,"House, 3 residents",54270.72,High Physical Support,3,1,0,1
Winter Valley VIC 3358,"House, 3 residents",54270.72,High Physical Support,3,1,0,1
Norlane VIC 3214,"House, 3 residents",49851.12,Improved Liveability,1,1,0,1
Whittington VIC 3219,"House, 3 residents",49851.12,Improved Liveability,3,1,0,1
Sebastopol VIC 3356,"House, 3 residents",57971.76,High Physical Support,3,1,0,1
Wendouree VIC 3355,"House, 3 residents",57971.76,High Physical Support,3,1,0,1
Shepparton VIC 3630,"House, 3 residents",53624.64,High Physical Support,1,1,0,1
Sunbury VIC 3429,"House, 3 residents",57971.76,High Physical Support,1,1,0,1
Knoxfield VIC 3180,"House, 3 residents",56855.04,High Physical Support,1,1,0,1
Sunbury VIC 3429,"House, 3 residents",57971.76,High Physical Support,1,1,0,1
Cranbourne VIC 3977,"House, 3 residents",63492.88,High Physical Support,2,1,0,1
Melton VIC 3337,"Villa / Duplex / Townhouse, 1 residents",76124.44,Robust,1,1,0,1
Cranbourne VIC 3977,"House, 3 residents",63492.88,High Physical Support,3,1,0,1
Hampton Park VIC 3976,"House, 2 residents",91245.6,High Physical Support,2,1,0,1
Pakenham VIC 3810,"Villa / Duplex / Townhouse, 1 residents",73794.1,Robust,1,1,0,1
Morwell VIC 3840,"Villa / Duplex / Townhouse, 1 residents",72685.36,High Physical Support,1,1,0,1
Morwell VIC 3840,"House, 2 residents",82319.4,High Physical Support,1,1,0,1
Sebastopol VIC 3356,"Villa / Duplex / Townhouse, 1 residents",69133.42,Robust,1,1,0,1
Carrum VIC 3197,"House, 3 residents",48767.4,Improved Liveability,2,1,0,1
Meadow Heights VIC 3048,"House, 3 residents",57971.76,High Physical Support,2,1,0,1
Melton South VIC 3338,"House, 3 residents",66943.58,High Physical Support,3,1,0,1
Chelsea VIC 3196,"House, 2 residents",113065.2,High Physical Support,2,1,0,1
White Hills VIC 3550,"House, 3 residents",58661.9,High Physical Support,3,1,0,1
Botanic Ridge VIC 3977,"House, 3 residents",63492.88,High Physical Support,2,1,0,1
Langwarrin VIC 3910,"House, 3 residents",48767.4,Improved Liveability,1,1,0,1
Shepparton VIC 3630,"Villa / Duplex / Townhouse, 1 residents",68356.64,Robust,1,1,0,1
Mentone VIC 3194,"House, 2 residents",94792.14,Improved Liveability,1,1,0,1
Broadmeadows VIC 3047,"House, 2 residents",78177.12,High Physical Support,1,1,0,1
Donnybrook VIC 3064,"House, 3 residents",62112.6,High Physical Support,3,1,0,1
Moorabbin VIC 3189,"House, 2 residents",113065.2,High Physical Support,2,1,0,1
Thornbury VIC 3071,"House, 2 residents",113916.87,Improved Liveability,2,1,0,1
Thornbury VIC 3071,"House, 2 residents",135876.6,High Physical Support,2,1,0,1
Thornbury VIC 3071,"House, 2 residents",135876.6,High Physical Support,2,1,0,1
Bonbeach VIC 3196,"House, 2 residents",113065.2,High Physical Support,2,1,0,1
Chelsea VIC 3196,"House, 2 residents",113065.2,High Physical Support,2,1,0,1
Seaford VIC 3198,"House, 2 residents",70678.35,Improved Liveability,2,1,0,1
Jacana VIC 3047,"House, 3 residents",54270.72,High Physical Support,1,1,0,1
Fairfield VIC 3078,"House, 2 residents",135876.6,High Physical Support,2,1,0,1
Moorabbin VIC 3189,"House, 2 residents",113065.2,High Physical Support,1,1,0,1
Moorabbin VIC 3142,"House, 2 residents",113065.2,High Physical Support,2,1,0,1
Pascoe Vale South VIC 3044,"Villa / Duplex / Townhouse, 1 residents",103246.25,High Physical Support,2,1,0,1
Pascoe Vale South VIC 3044,"Villa / Duplex / Townhouse, 1 residents",103246.25,High Physical Support,2,1,0,1
Thornbury VIC 3071,"House, 2 residents",135876.6,High Physical Support,2,1,0,1
Carrum VIC 3197,"House, 2 residents",113065.2,High Physical Support,1,1,0,1
Sunshine West VIC 3020,"House, 2 residents",96204.6,High Physical Support,2,1,0,1
Reservoir VIC 3073,"House, 2 residents",89262,High Physical Support,2,1,0,1
Coburg VIC 3058,"House, 2 residents",135876.6,High Physical Support,2,1,0,1
Fairfield VIC 3078,"House, 2 residents",135876.6,High Physical Support,1,1,0,1
Pascoe Vale South VIC 3044,"House, 2 residents",135876.6,High Physical Support,2,1,0,1
Moorabbin VIC 3189,"House, 2 residents",113065.2,High Physical Support,2,1,0,1
Moorabbin VIC 3189,"Villa / Duplex / Townhouse, 1 residents",90030.73,High Physical Support,1,1,0,1
Essendon North VIC 3041,"House, 2 residents",135876.6,High Physical Support,2,1,0,1
West Wallsend NSW 2286,"House, 3 residents",63961.92,High Physical Support,3,1,0,1
Elsternwick VIC 3185,"Legacy Stock, 6+ residents",5418.36,Basic,2,1,0,0
Cranbourne East VIC 3977,"House, 2 residents",76901.88,Robust,2,0,0,1
Hastings VIC 3915,"Group home, 4 residents",47174.45,High Physical Support,1,1,0,1
Skye VIC 3977,"Villa / Duplex / Townhouse, 1 residents",72387.48,High Physical Support,1,1,0,1
Walloon QLD 4306,"House, 3 residents",51692.76,High Physical Support,1,0,0,1
Logan Reserve QLD 4133,"House, 2 residents",82603.53,High Physical Support,2,0,0,1
Brassall QLD 4305,"House, 3 residents",51692.76,High Physical Support,3,0,0,1
Burpengary East QLD 4505,"House, 3 residents",54769.71,High Physical Support,2,0,0,1
Cleveland QLD 4163,"Apartment, 1 bedroom, 1 resident",103566.9,High Physical Support,4,1,0,1
Redbank QLD 4301,"House, 2 residents",79534.56,High Physical Support,1,0,0,1
Flinders View QLD 4305,"House, 2 residents",79534.56,High Physical Support,2,0,0,1
Flinders View QLD 4305,"House, 3 residents",51692.76,High Physical Support,3,0,0,1
Flinders View QLD 4305,"House, 2 residents",74609.64,High Physical Support,2,0,0,1
Flinders View QLD 4305,"House, 3 residents",51692.76,High Physical Support,1,0,0,1
Flinders View QLD 4305,"House, 2 residents",74609.64,High Physical Support,1,0,0,1
Boondall QLD 4034,"House, 3 residents",60308.22,High Physical Support,2,0,0,1
Flinders View QLD 4305,"House, 3 residents",51692.76,High Physical Support,3,0,0,1
Redcliffe QLD 4020,"Apartment, 2 bedroom, 2 resident",47779.38,High Physical Support,6,0,0,1
Flinders View QLD 4305,"House, 2 residents",79534.56,High Physical Support,2,0,0,1
Balmoral QLD 4171,"Apartment, 2 bedroom, 1 resident",108733,High Physical Support,2,0,0,1
Pialba QLD 4655,"House, 2 residents",79534.56,High Physical Support,1,0,0,1
Banya QLD 4551,"House, 2 residents",67751.66,Improved Liveability,2,0,0,1
Redland Bay QLD 4165,"House, 2 residents",87109.28,High Physical Support,1,0,0,1
Margate QLD 4019,"Apartment, 2 bedroom, 1 resident",115931.97,High Physical Support,1,0,0,1
Redland Bay QLD 4165,"House, 2 residents",87109.28,High Physical Support,1,0,0,1
Cleveland QLD 4163,"House, 2 residents",87109.28,High Physical Support,1,0,0,1
Fullarton SA 5063,"Villa / Duplex / Townhouse, 2 residents",49812,High Physical Support,1,1,0,1
Redland Bay QLD 4165,"House, 2 residents",87109.28,High Physical Support,2,0,0,1
Zillmere QLD 4034,"House, 2 residents",92790.32,High Physical Support,2,0,0,1
Forest Lake QLD 4078,"House, 2 residents",79534.56,High Physical Support,2,0,0,1
Banya QLD 4551,"House, 3 residents",56552.74,High Physical Support,3,0,0,1
Cranbourne VIC 3977,"House, 2 residents",85622.56,High Physical Support,2,1,0,1
Kalkie QLD 4670,"House, 2 residents",79534.56,High Physical Support,2,0,0,1
Bracken Ridge QLD 4017,"House, 3 residents",60308.22,High Physical Support,1,0,0,1
Elizabeth North SA 5113,"Group home, 4 residents",50079.15,High Physical Support,3,0,0,1
Liverpool NSW 2170,"Villa / Duplex / Townhouse, 1 residents",67712,Robust,2,0,0,1
Liverpool NSW 2170,"Villa / Duplex / Townhouse, 2 residents",42247,Robust,1,0,0,1
Auburn NSW 2144,"Apartment, 2 bedroom, 1 resident",112031.22,High Physical Support,6,1,0,1
Kirwan QLD 4817,"House, 2 residents",92637.27,Robust,2,1,0,1
Rokeby TAS 7019,"House, 2 residents",89262,High Physical Support,1,1,0,1
Broken Hill NSW 2880,"House, 3 residents",58171.96,Improved Liveability,1,1,0,1
Gagebrook TAS 7030,"Villa / Duplex / Townhouse, 1 residents",68809.88,Robust,2,1,0,1
Kingscote SA 5223,"House, 2 residents",91245.6,High Physical Support,2,1,0,1
Ob Flat SA 5291,"House, 3 residents",53564.28,Improved Liveability,3,1,0,1
Port Lincoln SA 5606,"Villa / Duplex / Townhouse, 1 residents",92436.82,Robust,2,1,0,1
Port Lincoln SA 5606,"House, 2 residents",93960.63,Improved Liveability,2,1,0,1
Richmond SA 5033,"House, 2 residents",78745.28,Improved Liveability,1,0,0,1
Hamilton Hill WA 6163,"House, 2 residents",76588.3,Fully Accessible,2,0,0,1
Avenell Heights QLD 4670,"House, 2 residents",78177.12,High Physical Support,1,1,0,1
Maryborough QLD 4650,"Group home, 4 residents",44524.2,High Physical Support,1,1,0,1
Norman Gardens QLD 4701,"Group home, 4 residents",54595.15,High Physical Support,2,1,0,1
Norman Gardens QLD 4701,"House, 3 residents",66546.24,High Physical Support,2,1,0,1
Avenell Heights QLD 4670,"House, 3 residents",54270.72,High Physical Support,1,1,0,1
Rosemeadow NSW 2560,"House, 2 residents",69087.84,Improved Liveability,1,0,0,1
Melonba NSW 2765,"House, 2 residents",90597.42,High Physical Support,3,0,0,1
North Richmond NSW 2754,"House, 2 residents",87483.92,High Physical Support,3,1,0,1
Springwood QLD 4127,"Apartment, 2 bedroom, 1 resident",125300.21,High Physical Support,1,0,0,1
Bracken Ridge QLD 4017,"House, 2 residents",77205.38,Improved Liveability,2,0,0,1
Coopers Plains QLD 4108,"Villa / Duplex / Townhouse, 1 residents",76953,High Physical Support,1,0,0,1
Charlemont VIC 3217,"House, 2 residents",86553.24,High Physical Support,1,1,0,1
Pascoe Vale South VIC 3044,"House, 2 residents",83311.2,High Physical Support,1,1,0,1
Wollert VIC 3750,"House, 2 residents",89262,High Physical Support,1,1,0,1
Mernda VIC 3754,"House, 2 residents",89262,High Physical Support,1,1,0,1
Epping VIC 3076,"House, 3 residents",58147.2,High Physical Support,2,1,0,1
Clyde North VIC 3978,"House, 3 residents",63492.88,High Physical Support,2,1,0,1
East Bendigo VIC 3550,"House, 2 residents",79107.8,High Physical Support,1,1,0,1
East Bendigo VIC 3550,"House, 2 residents",79107.8,High Physical Support,1,1,0,1
Mornington VIC 3931,"House, 2 residents",89262,High Physical Support,2,1,0,1
Caroline Springs VIC 3023,"Group home, 4 residents",6865.04,Basic,2,0,0,0
Noble Park VIC 3174,"Villa / Duplex / Townhouse, 1 residents",64749.15,Robust,2,1,0,0
Glenvale QLD 4350,"Villa / Duplex / Townhouse, 2 residents",29666.13,Improved Liveability,1,0,0,0
Pennant Hills NSW 2120,"Group home, 4 residents",9700.6,Basic,1,0,0,0
West Pennant Hills NSW 2125,"Group home, 5 residents",8245.8,Basic,1,1,0,0
Asquith NSW 2077,"Group home, 5 residents",8978.76,Basic,1,1,0,0
Eastwood NSW 2122,"Group home, 5 residents",8090.55,Basic,1,0,0,0
Hornsby Heights NSW 2077,"Group home, 5 residents",8978.76,Basic,1,1,0,0
West Ryde NSW 2114,"Group home, 5 residents",8245.8,Basic,1,1,0,0
Marsfield NSW 2122,"Group home, 5 residents",8090.55,Basic,2,0,0,0
Terrey Hills NSW 2084,"Group home, 5 residents",8306.88,Basic,1,1,0,0
Pennant Hills NSW 2120,"Group home, 5 residents",8245.8,Basic,1,1,0,0
Frenchs Forest NSW 2086,"Group home, 5 residents",8306.88,Basic,1,1,0,0
Galston NSW 2159,"Group home, 4 residents",8516.48,Basic,1,1,0,0
Mount Colah NSW 2079,"Group home, 4 residents",10721.64,Basic,2,1,0,0
Wahroonga NSW 2076,"Group home, 5 residents",8978.76,Basic,2,1,0,0
Mona Vale NSW 2103,"Group home, 4 residents",9961.24,Basic,1,1,0,0
Allambie Heights NSW 2100,"Group home, 5 residents",8306.88,Basic,1,1,0,0
Beacon Hill NSW 2100,"Group home, 5 residents",8306.88,Basic,1,1,0,0
Denistone West NSW 2114,"Group home, 4 residents",9885.2,Basic,1,1,0,0
Elanora Heights NSW 2101,"Group home, 5 residents",8306.88,Basic,2,1,0,0
Hornsby NSW 2077,"Group home, 5 residents",8978.76,Basic,1,1,0,0
Hornsby Heights NSW 2077,"Group home, 5 residents",8978.76,Basic,1,1,0,0
Hornsby Heights NSW 2077,"Group home, 4 residents",10721.64,Basic,3,1,0,0
Marsfield NSW 2122,"Group home, 4 residents",9885.2,Basic,1,1,0,0
North Ryde NSW 2113,"Group home, 4 residents",9885.2,Basic,1,1,0,0
Terrey Hills NSW 2084,"Group home, 5 residents",8306.88,Basic,1,1,0,0
Springwood NSW 2777,"Group home, 5 residents",15199.47,Robust,1,0,1,1
Pennant Hills NSW 2120,"Apartment, 1 bedroom, 1 resident",83042.28,Improved Liveability,1,0,0,0
Pennant Hills NSW 2120,"Apartment, 2 bedroom, 2 resident",37871.04,Improved Liveability,1,0,0,0
Abbotsford VIC 3067,"Apartment, 1 bedroom, 1 resident",25904,Basic,1,1,0,0
Midvale WA 6056,"House, 3 residents",57231.27,High Physical Support,2,0,0,1
Schofields NSW 2762,"Apartment, 2 bedroom, 1 resident",95163,High Physical Support,2,0,0,0
Schofields NSW 2762,"Apartment, 2 bedroom, 1 resident",95163,High Physical Support,1,0,0,0
St Marys NSW 2760,"Apartment, 2 bedroom, 1 resident",107668.99,High Physical Support,1,1,0,0
Kelso NSW 2795,"House, 2 residents",89002.96,High Physical Support,1,0,0,1
Collingwood Park QLD 4301,"House, 2 residents",74609.64,High Physical Support,3,0,0,1
Caerleon NSW 2850,"House, 2 residents",,High Physical Support,3,0,0,1
Sebastopol VIC 3350,"Villa / Duplex / Townhouse, 2 residents",15059.49,Robust,1,0,0,0
Sebastopol VIC 3350,"Villa / Duplex / Townhouse, 2 residents",15059.49,Robust,1,0,0,0
Bendigo VIC 3550,"House, 3 residents",54916.8,High Physical Support,3,1,0,1
Downlands TAS 7320,"Group home, 4 residents",7239.88,Improved Liveability,2,0,0,0
East Cam TAS 7320,"House, 2 residents",14320.32,Fully Accessible,1,0,0,1
Newstead TAS 7250,"Group home, 4 residents",40013.6,Fully Accessible,2,1,0,1
Claremont TAS 7011,"House, 2 residents",83761.2,High Physical Support,3,1,0,1
St Leonards TAS 7250,"House, 3 residents",57501.12,High Physical Support,2,1,0,1
Penrith NSW 2750,"Apartment, 1 bedroom, 1 resident",109009.68,High Physical Support,2,0,0,1
Penrith NSW 2750,"Apartment, 1 bedroom, 1 resident",86381.36,Improved Liveability,2,1,0,0
Wollongong NSW 2500,"Apartment, 1 bedroom, 1 resident",86381.36,Improved Liveability,1,1,0,0
Lidcombe NSW 2141,"Apartment, 1 bedroom, 1 resident",107837.7,High Physical Support,5,1,0,1
Liverpool NSW 2170,"Apartment, 1 bedroom, 1 resident",106770,High Physical Support,1,1,0,1
Schofields NSW 2762,"Apartment, 1 bedroom, 1 resident",96901,Improved Liveability,1,1,0,1
North Strathfield NSW 2137,"Apartment, 1 bedroom, 1 resident",109240.95,Improved Liveability,1,1,0,1
North Strathfield NSW 2137,"Apartment, 1 bedroom, 1 resident",93635.85,Improved Liveability,1,1,0,0
Gosford NSW 2250,"Apartment, 1 bedroom, 1 resident",109240.95,Improved Liveability,1,1,0,1
West Bathurst NSW 2795,"House, 2 residents",83670.34,Robust,1,0,0,1
Frankston VIC 3199,"House, 2 residents",0,Multi Design Category,2,0,0,1
North Balgowlah NSW 2093,"Group home, 5 residents",56078.12,High Physical Support,1,0,0,1
Lavington NSW 2641,"House, 3 residents",7666.64,Improved Liveability,1,0,0,1
Lavington NSW 2641,"Group home, 5 residents",6144.32,Improved Liveability,1,0,0,1
Lavington NSW 2641,"Villa / Duplex / Townhouse, 3 residents",10574.2,Fully Accessible,1,0,0,1
Parramatta Park QLD 4870,"House, 3 residents",62669.76,High Physical Support,1,1,0,1
Manunda QLD 4870,"Villa / Duplex / Townhouse, 1 residents",73934.02,Robust,1,1,0,1
Manunda QLD 4870,"Villa / Duplex / Townhouse, 1 residents",73934.02,Robust,1,1,0,1
Manunda QLD 4870,"Villa / Duplex / Townhouse, 1 residents",73934.02,Robust,1,1,0,1
Gordonvale QLD 4865,"House, 3 residents",62669.76,High Physical Support,2,1,0,1
Innisfail QLD 4860,"House, 3 residents",62669.76,High Physical Support,1,1,0,1
Manoora QLD 4870,"Villa / Duplex / Townhouse, 1 residents",73934.02,Robust,1,1,0,1
Yorkeys Knob QLD 4878,"House, 3 residents",62669.76,High Physical Support,2,1,0,1
Yorkeys Knob QLD 4878,"House, 3 residents",62669.76,High Physical Support,1,1,0,1
Mareeba QLD 4880,"House, 2 residents",95212.8,High Physical Support,1,1,0,1
Mareeba QLD 4880,"House, 3 residents",66943.58,High Physical Support,2,1,0,1
Mareeba QLD 4880,"House, 3 residents",66943.58,High Physical Support,2,1,0,1
Mareeba QLD 4880,"House, 3 residents",66943.58,High Physical Support,3,1,0,1
Mooroobool QLD 4870,"Apartment, 1 bedroom, 1 resident",130975.74,High Physical Support,1,1,0,1
Mooroobool QLD 4870,"Apartment, 2 bedroom, 2 resident",62200.36,High Physical Support,1,1,0,1
Mooroobool QLD 4870,"Apartment, 2 bedroom, 2 resident",62200.36,High Physical Support,1,1,0,1
Atherton QLD 4883,"House, 3 residents",66943.58,High Physical Support,2,1,0,1
Mossman QLD 4873,"House, 3 residents",66943.58,High Physical Support,2,1,0,1
Mossman QLD 4873,"House, 3 residents",66943.58,High Physical Support,2,1,0,1
Yorkeys Knob QLD 4878,"House, 3 residents",66943.58,High Physical Support,2,1,0,1
Whitfield QLD 4870,"House, 3 residents",66943.58,High Physical Support,1,1,0,1
Edmonton QLD 4869,"Villa / Duplex / Townhouse, 1 residents",78454.78,Robust,1,1,0,1
Edmonton QLD 4869,"Villa / Duplex / Townhouse, 1 residents",78454.78,Robust,1,1,0,1
Mooroobool QLD 4870,"House, 3 residents",66943.58,High Physical Support,1,1,0,1
Gordonvale QLD 4865,"House, 2 residents",89345.28,High Physical Support,2,1,0,1
St Marys SA 5042,"Group home, 4 residents",7014.28,Basic,1,0,0,0
Reynella SA 5161,"Group home, 5 residents",10221.63,Fully Accessible,1,0,0,0
Reynella SA 5161,"Group home, 5 residents",10221.63,Fully Accessible,1,0,0,0
Mitchell Park SA 5043,"Group home, 5 residents",5573.49,Basic,1,0,0,0
Somerton Park SA 5044,"Group home, 5 residents",44156,High Physical Support,1,1,0,1
Warradale SA 5046,"Group home, 4 residents",52474.95,High Physical Support,1,1,0,1
Plympton Park SA 5038,"Group home, 5 residents",10221.63,Fully Accessible,2,0,0,0
Glenelg North SA 5045,"Group home, 4 residents",7014.28,Basic,1,0,0,0
Pasadena SA 5042,"Group home, 4 residents",7014.28,Basic,3,0,0,0
Old Reynella SA 5161,"Group home, 5 residents",5573.49,Basic,1,0,0,0
Morphettville SA 5043,"Group home, 5 residents",5573.49,Basic,1,0,0,0
Seacombe Gardens SA 5047,"House, 2 residents",7488.85,Basic,1,0,0,0
Craigburn Farm SA 5051,"Group home, 4 residents",12784.94,Fully Accessible,2,0,0,1
Craigburn Farm SA 5051,"Group home, 5 residents",10777.77,Fully Accessible,5,0,0,1
Craigburn Farm SA 5051,"Group home, 5 residents",10221.63,Fully Accessible,1,0,0,0
Old Reynella SA 5161,"Group home, 4 residents",12784.94,Fully Accessible,1,0,0,1
Park Holme SA 5046,"Villa / Duplex / Townhouse, 3 residents",10806.6,Fully Accessible,1,0,0,1
Seacombe Gardens SA 5049,"House, 2 residents",7488.85,Basic,1,0,0,0
Seacombe Gardens SA 5049,"House, 3 residents",5686.06,Basic,1,0,0,0
Unley SA 5061,"Group home, 4 residents",8669.51,Improved Liveability,4,0,0,1
Dandenong VIC 3175,"House, 3 residents",60498.28,High Physical Support,2,0,0,1
Camperdown NSW 2050,"Apartment, 2 bedroom, 1 resident",124232.64,High Physical Support,2,1,0,1
Camperdown NSW 2050,"Apartment, 1 bedroom, 1 resident",105622.09,Improved Liveability,1,1,0,1
Collingwood Park QLD 4301,"House, 3 residents",51692.76,High Physical Support,2,0,0,1
Brassall QLD 4305,"House, 2 residents",74609.64,High Physical Support,2,0,0,1
Gympie QLD 4570,"Apartment, 1 bedroom, 1 resident",81414,Improved Liveability,1,0,0,0
Torquay QLD 4655,"House, 2 residents",62401.92,Improved Liveability,2,0,0,1
Redbank QLD 4301,"House, 2 residents",74609.64,High Physical Support,2,0,0,1
Hemmant QLD 4174,"House, 2 residents",81715.32,High Physical Support,2,0,0,1
Bracken Ridge QLD 4017,"Villa / Duplex / Townhouse, 1 residents",70944.16,High Physical Support,2,0,0,1
