Location,Building Type,Max Price Per Room,SDA Design Category,Vacancy,Has Fire Sprinklers,Has Breakout Room,Onsite Overnight Assistance
Success WA 6164,"House, 3 residents",65900.16,High Physical Support,1,1,0,1
Midland WA 6056,"Villa / Duplex / Townhouse, 1 residents",75500.92,High Physical Support,1,1,0,1
Strathalbyn SA 5255,"House, 3 residents",60085.44,High Physical Support,2,1,0,1
Pooraka SA 5095,"House, 2 residents",91206.64,High Physical Support,2,1,0,1
Chiton SA 5211,"House, 3 residents",60085.44,High Physical Support,3,1,0,1
Wanneroo WA 6065,"House, 3 residents",64608,High Physical Support,3,1,0,1
Wanneroo WA 6065,"House, 3 residents",64608,High Physical Support,1,1,0,1
Hamersley WA 6022,"Group home, 4 residents",53005,High Physical Support,1,1,0,1
Dudley Park WA 6210,"House, 2 residents",83761.2,High Physical Support,1,1,0,1
Ellen Grove QLD 4078,"House, 2 residents",74819.64,Robust,2,0,1,1
Ridgehaven SA 5097,"House, 3 residents",65101.41,High Physical Support,1,0,0,1
Woy Woy NSW 2256,"Villa / Duplex / Townhouse, 2 residents",40075,High Physical Support,1,0,0,0
Kalkallo VIC 3064,"House, 2 residents",79775.64,Robust,2,0,1,1
Weir Views VIC 3338,"House, 2 residents",92121.87,Robust,2,0,1,1
Fraser Rise VIC 3336,"House, 3 residents",52802.92,Improved Liveability,2,0,0,1
Beveridge VIC 3753,"House, 2 residents",85473.9,Robust,2,0,1,1
Kalkallo VIC 3064,"House, 2 residents",79775.64,Robust,2,0,1,1
Tarneit VIC 3029,"House, 2 residents",92121.87,Robust,2,0,1,1
Kalkallo VIC 3064,"House, 2 residents",79775.64,Robust,2,0,1,1
Kalkallo VIC 3064,"House, 2 residents",79775.64,Robust,2,0,1,1
Kalkallo VIC 3064,"House, 2 residents",79775.64,Robust,2,0,1,1
Kalkallo VIC 3064,"House, 2 residents",66176.04,Improved Liveability,2,0,0,1
Truganina VIC 3029,"House, 2 residents",92121.87,Robust,2,0,1,1
Wyndham Vale VIC 3024,"House, 2 residents",92121.87,Robust,2,0,1,1
Tarneit VIC 3029,"House, 3 residents",52802.92,Improved Liveability,3,0,0,1
Werribee VIC 3030,"House, 2 residents",92121.87,Robust,2,0,1,1
Clyde North VIC 3978,"House, 3 residents",50081.12,Improved Liveability,3,0,0,1
Mount Duneed VIC 3217,"House, 2 residents",92237.4,High Physical Support,2,1,0,1
Sunshine North VIC 3020,"House, 3 residents",63786.23,High Physical Support,3,0,0,1
Winter Valley VIC 3358,"House, 2 residents",79929.36,Robust,2,1,1,1
Winter Valley VIC 3358,"House, 2 residents",79929.36,Robust,2,1,1,1
Bonshaw VIC 3352,"House, 2 residents",79775.64,Robust,2,0,1,1
Highton VIC 3216,"Apartment, 1 bedroom, 1 resident",91069.44,High Physical Support,1,1,0,0
St Albans Park Geelong VIC 3219,"Villa / Duplex / Townhouse, 1 residents",73794.1,Robust,1,1,0,1
Success WA 6164,"House, 3 residents",62769.78,High Physical Support,1,0,0,1
Maddington WA 6109,"House, 3 residents",56135.41,Fully Accessible,1,0,0,1
Grovedale VIC 3216,"House, 3 residents",59439.36,High Physical Support,1,1,0,1
Armstrong Creek VIC 3217,"House, 2 residents",86553.24,High Physical Support,1,1,0,1
Inverloch VIC 3996,"House, 2 residents",61659.04,Improved Liveability,1,0,0,1
Landsdale WA 6065,"House, 3 residents",61539,High Physical Support,1,0,0,1
Landsdale WA 6065,"House, 3 residents",61539,High Physical Support,1,0,0,1
Landsdale WA 6065,"House, 3 residents",61539,High Physical Support,2,0,0,1
Landsdale WA 6065,"House, 3 residents",61539,High Physical Support,2,0,0,1
Old Beach TAS 7017,"House, 2 residents",89262,High Physical Support,2,1,0,1
Wyndham Vale VIC 3024,"Villa / Duplex / Townhouse, 1 residents",76124.44,Robust,1,1,0,1
Morphett Vale SA 5162,"House, 2 residents",93737.16,High Physical Support,1,0,0,1
Midway Point TAS 7171,"House, 2 residents",89262,High Physical Support,2,1,0,1
Midway Point TAS 7171,"House, 2 residents",89262,High Physical Support,2,1,0,1
Sorell TAS 7172,"House, 2 residents",89262,High Physical Support,2,1,0,1
Sorell TAS 7172,"House, 2 residents",89262,High Physical Support,2,1,0,1
Midway Point TAS 7171,"House, 2 residents",85215.6,High Physical Support,2,0,0,1
Epsom VIC 3551,"House, 3 residents",58661.9,High Physical Support,3,1,0,1
Waurn Ponds VIC 3216,"House, 2 residents",82780.23,Robust,1,0,0,1
Clyde North VIC 3978,"House, 2 residents",91245.6,High Physical Support,2,1,0,1
Berwick VIC 3806,"House, 3 residents",63492.88,High Physical Support,2,1,0,1
Sale VIC 3850,"House, 2 residents",82319.4,High Physical Support,1,1,0,1
Murray Bridge SA 5253,"House, 2 residents",87109.28,High Physical Support,1,0,0,1
Sale VIC 3850,"House, 2 residents",82319.4,High Physical Support,2,1,0,1
Armstrong Creek VIC 3217,"House, 2 residents",87022.89,Robust,1,1,0,1
Park Ridge QLD 4125,"House, 2 residents",70521.9,Fully Accessible,1,0,0,1
Johnston NT 0832,"Villa / Duplex / Townhouse, 1 residents",87099.43,Robust,4,0,0,1
Gleneagle QLD 4285,"Villa / Duplex / Townhouse, 1 residents",70543.34,Robust,2,0,0,1
Heidelberg West VIC 3081,"Group home, 4 residents",48227.32,High Physical Support,2,0,0,1
Mount Duneed VIC 3217,"House, 2 residents",86553.24,High Physical Support,2,1,0,1
Carrum Downs VIC 3201,"Villa / Duplex / Townhouse, 1 residents",67119.96,Robust,1,1,0,0
Bendigo VIC 3550,"House, 2 residents",72056.2,Fully Accessible,2,1,0,1
Schofields NSW 2762,"Apartment, 1 bedroom, 1 resident",91248,High Physical Support,1,0,0,0
Strathtulloh VIC 3338,"House, 3 residents",55895.28,Robust,3,0,0,1
Mildura VIC 3500,"House, 2 residents",62401.92,Improved Liveability,2,0,0,1
Mildura VIC 3500,"House, 2 residents",62401.92,Improved Liveability,2,0,0,1
Mildura VIC 3500,"House, 2 residents",66176.04,Improved Liveability,3,0,0,1
Mildura VIC 3500,"House, 2 residents",62401.92,Improved Liveability,4,0,0,1
Mildura VIC 3500,"House, 2 residents",62401.92,Improved Liveability,2,0,0,1
Hilbert WA 6112,"House, 2 residents",98652.08,High Physical Support,2,1,0,1
Hilbert WA 6112,"House, 2 residents",98652.08,High Physical Support,2,1,0,1
Haynes WA 6112,"House, 2 residents",98652.08,High Physical Support,2,1,0,1
Mildura VIC 3500,"House, 2 residents",62401.92,Improved Liveability,2,0,0,1
Hilbert WA 6112,"House, 2 residents",83507.86,Improved Liveability,2,0,0,1
Toogoom QLD 4655,"House, 2 residents",74819.64,Robust,2,0,1,1
Port Kennedy WA 6172,"House, 3 residents",62769.78,High Physical Support,3,0,0,1
Mildura VIC 3500,"House, 2 residents",62401.92,Improved Liveability,2,0,0,1
Mildura VIC 3500,"House, 3 residents",57971.76,High Physical Support,3,1,0,1
Cobblebank VIC 3338,"House, 3 residents",59692.83,High Physical Support,3,0,0,1
Westminster WA 6061,"Villa / Duplex / Townhouse, 1 residents",73934.02,Robust,1,1,0,1
Winter Valley VIC 3358,"House, 2 residents",78177.12,High Physical Support,2,1,0,1
Winter Valley VIC 3358,"House, 2 residents",78177.12,High Physical Support,2,1,0,1
Winter Valley VIC 3358,"House, 2 residents",78177.12,High Physical Support,2,1,0,1
Winter Valley VIC 3358,"House, 2 residents",78177.12,High Physical Support,2,1,0,1
Winter Valley VIC 3358,"House, 2 residents",78177.12,High Physical Support,2,1,0,1
Winter Valley VIC 3358,"House, 2 residents",78177.12,High Physical Support,2,1,0,1
Urraween QLD 4655,"Group home, 4 residents",42491.4,High Physical Support,2,0,0,1
Maryborough QLD 4650,"House, 3 residents",51692.76,High Physical Support,1,0,0,1
Murrumba Downs QLD 4503,"House, 2 residents",79050.69,High Physical Support,1,0,0,1
Brassall QLD 4305,"House, 3 residents",51692.76,High Physical Support,1,0,0,1
Loganholme QLD 4129,"House, 3 residents",57231.27,High Physical Support,1,0,0,1
Ripley QLD 4306,"House, 3 residents",51692.76,High Physical Support,1,0,0,1
Ellen Grove QLD 4078,"House, 3 residents",51692.76,High Physical Support,2,0,0,1
Caboolture South QLD 4510,"Group home, 4 residents",45020.65,High Physical Support,1,0,0,1
Tewantin QLD 4565,"Group home, 4 residents",42997.25,High Physical Support,1,0,0,1
Maryborough QLD 4650,"House, 2 residents",74609.64,High Physical Support,1,0,0,1
Heritage Park QLD 4118,"Group home, 4 residents",47044.05,High Physical Support,3,0,0,1
Loganlea QLD 4131,"House, 3 residents",57231.27,High Physical Support,1,0,0,1
Leichhardt QLD 4305,"House, 3 residents",51692.76,High Physical Support,1,0,0,1
Park Ridge QLD 4125,"House, 3 residents",57231.27,High Physical Support,1,0,0,1
Lawnton QLD 4501,"House, 3 residents",54769.71,High Physical Support,1,0,0,1
Bethania QLD 4205,"House, 3 residents",57231.27,High Physical Support,1,0,0,1
Marsden QLD 4132,"House, 3 residents",57231.27,High Physical Support,1,0,0,1
Narangba QLD 4504,"House, 3 residents",54769.71,High Physical Support,1,0,0,1
Belivah QLD 4207,"House, 3 residents",57231.27,High Physical Support,2,0,0,1
Gleneagle QLD 4285,"House, 3 residents",57231.27,High Physical Support,1,0,0,1
Bray Park QLD 4500,"House, 3 residents",54769.71,High Physical Support,1,0,0,1
Riverview QLD 4303,"House, 3 residents",51692.76,High Physical Support,3,0,0,1
Caboolture QLD 4510,"House, 3 residents",54769.71,High Physical Support,1,0,0,1
Caboolture QLD 4510,"House, 3 residents",54769.71,High Physical Support,2,0,0,1
Branyan QLD 4670,"House, 3 residents",51692.76,High Physical Support,1,0,0,1
Branyan QLD 4670,"House, 3 residents",51692.76,High Physical Support,1,0,0,1
Deception Bay QLD 4508,"House, 3 residents",54769.71,High Physical Support,1,0,0,1
Urraween QLD 4655,"House, 3 residents",51692.76,High Physical Support,3,0,0,1
Marsden QLD 4132,"House, 3 residents",57231.27,High Physical Support,1,0,0,1
Narangba QLD 4504,"House, 2 residents",79050.69,High Physical Support,1,0,0,1
Cleveland QLD 4163,"House, 2 residents",81715.32,High Physical Support,1,0,0,1
Marsden QLD 4132,"House, 2 residents",82603.53,High Physical Support,2,0,0,1
Marsden QLD 4132,"House, 2 residents",82603.53,High Physical Support,1,0,0,1
Beenleigh QLD 4207,"Group home, 4 residents",47044.05,High Physical Support,2,0,0,1
Goodna QLD 4300,"House, 3 residents",51692.76,High Physical Support,2,0,0,1
Greenbank QLD 4124,"House, 3 residents",57231.27,High Physical Support,1,0,0,1
Redbank Plains QLD 4301,"House, 2 residents",74609.64,High Physical Support,1,0,0,1
Sunnybank QLD 4109,"House, 3 residents",62154.39,High Physical Support,1,0,0,1
Branyan QLD 4670,"House, 2 residents",74769.24,Robust,1,0,0,1
Thornlands QLD 4164,"House, 2 residents",81715.32,High Physical Support,1,0,0,1
Acacia Ridge QLD 4110,"House, 3 residents",62154.39,High Physical Support,1,0,0,1
Redland Bay QLD 4165,"House, 3 residents",56615.88,High Physical Support,1,0,0,1
Holmview QLD 4207,"House, 2 residents",82780.23,Robust,1,0,0,1
Loganlea QLD 4131,"House, 3 residents",57231.27,High Physical Support,1,0,0,1
Nirimba QLD 4551,"House, 3 residents",52923.54,High Physical Support,1,0,0,1
Heritage Park QLD 4118,"House, 2 residents",82603.53,High Physical Support,1,0,0,1
Kallangur QLD 4503,"House, 3 residents",58525.51,High Physical Support,1,0,0,1
One Mile QLD 4305,"House, 3 residents",55237.56,High Physical Support,4,0,0,1
Palmview QLD 4553,"House, 3 residents",56552.74,High Physical Support,1,0,0,1
Gleneagle QLD 4285,"House, 2 residents",77737.77,Robust,2,0,0,1
Strathpine QLD 4500,"House, 3 residents",54769.71,High Physical Support,2,0,0,1
Loganlea QLD 4131,"House, 2 residents",82603.53,High Physical Support,2,0,0,1
Sunnybank Hills QLD 4109,"House, 3 residents",62154.39,High Physical Support,2,0,0,1
Thornlands QLD 4164,"House, 3 residents",60498.28,High Physical Support,3,0,0,1
Nirimba QLD 4551,"House, 3 residents",59352.04,High Physical Support,2,1,0,1
Banya QLD 4551,"House, 3 residents",56552.74,High Physical Support,1,0,0,1
Algester QLD 4115,"House, 3 residents",62154.39,High Physical Support,1,0,0,1
Banya QLD 4551,"House, 3 residents",56552.74,High Physical Support,2,0,0,1
Banya QLD 4551,"House, 3 residents",56552.74,High Physical Support,1,0,0,1
Loganlea QLD 4131,"House, 3 residents",61155.87,High Physical Support,2,0,0,1
Coomera QLD 4209,"House, 2 residents",85215.6,High Physical Support,1,0,0,1
Heathwood QLD 4110,"House, 3 residents",66416.59,High Physical Support,1,0,0,1
Boondall QLD 4034,"House, 3 residents",60308.22,High Physical Support,1,0,0,1
Heathwood QLD 4110,"House, 3 residents",66416.59,High Physical Support,2,0,0,1
Slacks Creek QLD 4127,"House, 3 residents",57231.27,High Physical Support,3,0,0,1
Pallara QLD 4110,"House, 3 residents",66416.59,High Physical Support,2,0,0,1
Boondall QLD 4034,"House, 3 residents",60308.22,High Physical Support,1,0,0,1
Heathwood QLD 4110,"House, 3 residents",62154.39,High Physical Support,2,0,0,1
Birkdale QLD 4159,"House, 3 residents",60498.28,High Physical Support,2,0,0,1
Slacks Creek QLD 4127,"House, 3 residents",61155.87,High Physical Support,1,0,0,1
Capalaba QLD 4157,"House, 3 residents",56615.88,High Physical Support,2,0,0,1
Heathwood QLD 4110,"House, 3 residents",62154.39,High Physical Support,2,0,0,1
Maryborough QLD 4650,"House, 2 residents",74769.24,Robust,2,0,0,1
Burleigh Heads QLD 4220,"House, 3 residents",59183.1,High Physical Support,1,0,0,1
Underwood QLD 4119,"House, 3 residents",61155.87,High Physical Support,2,0,0,1
Cleveland QLD 4163,"House, 3 residents",56615.88,High Physical Support,2,0,0,1
Calamvale QLD 4116,"House, 3 residents",62154.39,High Physical Support,2,0,0,1
Ormiston QLD 4160,"House, 3 residents",59439.36,High Physical Support,3,1,0,1
Geebung QLD 4034,"House, 3 residents",64443.82,High Physical Support,3,0,0,1
Labrador QLD 4215,"House, 3 residents",62112.6,High Physical Support,3,1,0,1
Everton Park QLD 4053,"House, 3 residents",64443.82,High Physical Support,3,0,0,1
Wyndham Vale VIC 3024,"House, 2 residents",86340.67,Robust,2,0,0,1
Beveridge VIC 3753,"House, 2 residents",85215.6,High Physical Support,2,0,0,1
Botanic Ridge VIC 3977,"House, 2 residents",81715.32,High Physical Support,2,0,0,1
Clyde VIC 3978,"House, 2 residents",72478.52,Improved Liveability,1,0,0,1
Winter Valley VIC 3358,"House, 2 residents",74769.24,Robust,2,0,0,1
Winter Valley VIC 3358,"House, 2 residents",79534.56,High Physical Support,2,0,0,1
Old Beach TAS 7017,"House, 2 residents",79938.9,High Physical Support,2,0,0,1
Ivanhoe VIC 3079,"Apartment, 2 bedroom, 1 resident",89397.14,Improved Liveability,1,0,0,0
Magra TAS 7140,"House, 2 residents",79938.9,High Physical Support,2,0,0,1
Darley VIC 3340,"House, 2 residents",92121.87,Robust,2,0,1,1
Winter Valley VIC 3358,"House, 2 residents",74769.24,Robust,2,0,0,1
Winter Valley VIC 3358,"House, 2 residents",79775.64,Robust,2,0,1,1
Lyndhurst VIC 3975,"House, 2 residents",85622.56,High Physical Support,2,1,0,1
Mount Duneed VIC 3217,"House, 2 residents",92237.4,High Physical Support,2,1,0,1
Chadstone VIC 3148,"Apartment, 1 bedroom, 1 resident",94962.98,Improved Liveability,2,1,0,1
Winter Valley VIC 3358,"House, 2 residents",78177.12,High Physical Support,2,1,0,1
Armstrong Creek VIC 3217,"House, 3 residents",59439.36,High Physical Support,2,1,0,1
St Albans VIC 3021,"House, 2 residents",90275.96,High Physical Support,2,1,0,1
Clyde North VIC 3978,"House, 2 residents",87109.28,High Physical Support,2,0,0,1
Harkness VIC 3337,"House, 2 residents",92121.87,Robust,2,0,1,1
Strathfieldsaye VIC 3551,"House, 2 residents",70678.35,Improved Liveability,1,1,0,1
Manor Lakes VIC 3024,"House, 2 residents",91843.48,High Physical Support,2,0,0,1
Coomera QLD 4209,"House, 3 residents",55385.1,High Physical Support,3,0,0,1
North Ipswich QLD 4305,"House, 2 residents",74609.64,High Physical Support,2,0,0,1
Middle Ridge QLD 4350,"House, 3 residents",51692.76,High Physical Support,1,0,0,1
Middle Ridge QLD 4350,"House, 2 residents",74819.64,Robust,1,0,1,1
Deception Bay QLD 4508,"House, 3 residents",54769.71,High Physical Support,1,0,0,1
Bray Park QLD 4305,"House, 2 residents",84524.19,Robust,1,0,1,1
Oxenford QLD 4201,"House, 3 residents",55385.1,High Physical Support,1,0,0,1
Burpengary QLD 4505,"Villa / Duplex / Townhouse, 1 residents",62972.16,Robust,1,0,0,1
Nerang QLD 4211,"Villa / Duplex / Townhouse, 1 residents",67324.56,High Physical Support,1,0,0,1
Slacks Creek QLD 4127,"Villa / Duplex / Townhouse, 1 residents",70944.16,High Physical Support,1,0,0,1
Slacks Creek QLD 4127,"Villa / Duplex / Townhouse, 1 residents",70944.16,High Physical Support,1,0,0,1
Slacks Creek QLD 4127,"Villa / Duplex / Townhouse, 1 residents",70944.16,High Physical Support,1,0,0,1
Meadowbrook QLD 4131,"Villa / Duplex / Townhouse, 1 residents",70944.16,High Physical Support,1,0,0,1
Rural View QLD 4740,"House, 2 residents",95630.84,High Physical Support,1,0,0,1
Eagleby QLD 4207,"Villa / Duplex / Townhouse, 1 residents",80945.06,High Physical Support,1,1,0,1
Drayton QLD 4350,"Villa / Duplex / Townhouse, 1 residents",69133.42,Robust,1,1,0,1
Drayton QLD 4305,"Villa / Duplex / Townhouse, 1 residents",69133.42,Robust,1,1,0,1
Drayton QLD 4305,"Villa / Duplex / Townhouse, 1 residents",69133.42,Robust,1,1,0,1
Drayton QLD 4305,"Villa / Duplex / Townhouse, 1 residents",69133.42,Robust,1,1,0,1
Drayton QLD 4305,"Villa / Duplex / Townhouse, 1 residents",69133.42,Robust,1,1,0,1
Murrumba Downs QLD 4503,"Villa / Duplex / Townhouse, 1 residents",75989.24,High Physical Support,1,1,0,1
Murrumba Downs QLD 4503,"Villa / Duplex / Townhouse, 1 residents",75989.24,High Physical Support,1,1,0,1
Murrumba Downs QLD 4503,"Villa / Duplex / Townhouse, 1 residents",75989.24,High Physical Support,1,1,0,1
Murrumba Downs QLD 4503,"Villa / Duplex / Townhouse, 1 residents",75989.24,High Physical Support,1,1,0,1
Murrumba Downs QLD 4503,"Villa / Duplex / Townhouse, 1 residents",75989.24,High Physical Support,1,1,0,1
Murray Bridge SA 5253,"Villa / Duplex / Townhouse, 1 residents",80945.06,High Physical Support,1,1,0,1
Murray Bridge SA 5253,"Villa / Duplex / Townhouse, 1 residents",80945.06,High Physical Support,1,1,0,1
Murray Bridge SA 5253,"Villa / Duplex / Townhouse, 1 residents",80945.06,High Physical Support,1,1,0,1
Murray Bridge SA 5253,"Villa / Duplex / Townhouse, 1 residents",80945.06,High Physical Support,1,1,0,1
Mambourin VIC 3024,"House, 3 residents",59692.83,High Physical Support,1,0,0,1
Wyndham Vale VIC 3024,"House, 3 residents",59692.83,High Physical Support,2,0,0,1
Wyndham Vale VIC 3024,"House, 3 residents",59692.83,High Physical Support,2,0,0,1
Beveridge VIC 3753,"House, 3 residents",55385.1,High Physical Support,2,0,0,1
Truganina VIC 3029,"House, 3 residents",63786.23,High Physical Support,2,0,0,1
Truganina VIC 3029,"House, 3 residents",59692.83,High Physical Support,3,0,0,1
Beveridge VIC 3753,"House, 3 residents",59183.1,High Physical Support,1,0,0,1
Wyndham Vale VIC 3024,"House, 3 residents",59692.83,High Physical Support,2,0,0,1
Deanside VIC 3336,"House, 3 residents",59692.83,High Physical Support,1,0,0,1
Deanside VIC 3336,"House, 3 residents",59692.83,High Physical Support,2,0,0,1
Tarneit VIC 3029,"House, 3 residents",59692.83,High Physical Support,3,0,0,1
Shepparton VIC 3630,"House, 3 residents",42500.15,Improved Liveability,1,0,0,1
Rockbank VIC 3335,"House, 3 residents",59692.83,High Physical Support,3,0,0,1
Officer VIC 3809,"House, 3 residents",56615.88,High Physical Support,3,0,0,1
Cobblebank VIC 3338,"House, 3 residents",59692.83,High Physical Support,3,0,0,1
Mambourin VIC 3024,"House, 3 residents",59692.83,High Physical Support,3,0,0,1
Truganina VIC 3029,"House, 2 residents",92121.87,Robust,2,0,1,1
Beveridge VIC 3753,"House, 3 residents",59183.1,High Physical Support,3,0,0,1
Tarneit VIC 3029,"House, 2 residents",92121.87,Robust,2,0,1,1
New Norfolk TAS 7140,"House, 3 residents",59183.1,High Physical Support,1,0,0,1
Beveridge VIC 3753,"House, 3 residents",59183.1,High Physical Support,2,0,0,1
Bonshaw VIC 3352,"House, 2 residents",79775.64,Robust,1,0,1,1
Donnybrook VIC 3064,"House, 2 residents",85215.6,High Physical Support,1,0,0,1
Armstrong Creek VIC 3217,"House, 3 residents",60498.28,High Physical Support,2,0,0,1
Clyde VIC 3978,"House, 3 residents",60498.28,High Physical Support,3,0,0,1
Epping VIC 3076,"House, 2 residents",89262,High Physical Support,1,1,0,1
Mambourin VIC 3024,"House, 2 residents",96204.6,High Physical Support,1,1,0,1
Springvale South VIC 3172,"House, 2 residents",87109.28,High Physical Support,2,0,0,1
Clyde North VIC 3978,"House, 2 residents",87373.32,Robust,2,0,1,1
Jannali NSW 2226,"Group home, 5 residents",41897.95,Improved Liveability,1,1,0,1
Myrtleford VIC 3737,"Villa / Duplex / Townhouse, 2 residents",6417,Basic,1,1,0,0
West Wodonga VIC 3690,"Villa / Duplex / Townhouse, 2 residents",6417,Basic,2,1,0,0
Bairnsdale VIC 3875,"Group home, 4 residents",6691.52,Basic,1,1,0,0
Darley VIC 3340,"House, 2 residents",86340.67,Robust,2,0,0,1
Sorell TAS 7172,"House, 2 residents",79938.9,High Physical Support,2,0,0,1
Sorell TAS 7172,"House, 2 residents",83761.2,High Physical Support,2,1,0,1
Sorell TAS 7172,"House, 2 residents",89262,High Physical Support,2,1,0,1
Blackstone Heights TAS 7250,"House, 3 residents",61422.46,High Physical Support,3,1,0,1
Rocherlea TAS 7248,"House, 3 residents",57501.12,High Physical Support,3,1,0,1
Tarneit VIC 3029,"House, 2 residents",90275.96,High Physical Support,2,1,0,1
Strathtulloh VIC 3338,"House, 2 residents",81081.33,Robust,2,0,0,1
Wallan VIC 3756,"Villa / Duplex / Townhouse, 2 residents",43079,High Physical Support,1,1,0,1
Wallan VIC 3756,"Villa / Duplex / Townhouse, 1 residents",69131.55,High Physical Support,1,1,0,0
Wallan VIC 3756,"Villa / Duplex / Townhouse, 1 residents",69131.55,High Physical Support,1,1,0,0
Joondalup WA 6027,"Villa / Duplex / Townhouse, 2 residents",39185,Improved Liveability,2,0,0,1
Rockbank VIC 3335,"House, 2 residents",92121.87,Robust,3,0,1,1
Tarneit VIC 3029,"House, 2 residents",72059.36,Improved Liveability,1,0,0,1
Lalor Park NSW 2147,"Group home, 5 residents",40810.2,Robust,5,0,1,1
Sutherland NSW 2232,"Group home, 5 residents",7696.08,Basic,1,1,0,0
West Pennant Hills NSW 2125,"Group home, 5 residents",6992.44,Improved Liveability,1,0,0,0
Caringbah NSW 2229,"Villa / Duplex / Townhouse, 3 residents",7111.44,Basic,1,1,0,0
Guildford NSW 2161,"Villa / Duplex / Townhouse, 1 residents",14244.12,Basic,1,1,0,0
Parafield Gardens SA 5107,"House, 2 residents",72802.24,Improved Liveability,2,0,0,1
Northfield SA 5085,"House, 2 residents",87044.58,High Physical Support,1,0,0,1
Gillman SA 5013,"House, 2 residents",100365.04,High Physical Support,2,0,0,1
Glenelg North SA 5045,"House, 2 residents",94150.26,High Physical Support,2,0,0,1
Gillman SA 5013,"House, 3 residents",65231.34,High Physical Support,1,0,0,1
Seaton SA 5023,"House, 2 residents",94150.26,High Physical Support,2,0,0,1
Wyong NSW 2259,"Apartment, 2 bedroom, 2 resident",11326.64,Basic,1,0,0,0
Glen Waverley VIC 3150,"Group home, 5 residents",7087.43,Improved Liveability,1,1,0,1
Bentleigh VIC 3204,"Group home, 5 residents",7981.96,Improved Liveability,1,1,0,1
Malvern East VIC 3145,"Group home, 4 residents",29263.8,High Physical Support,2,1,0,1
South Morang VIC 3752,"Group home, 5 residents",21253.4,High Physical Support,1,1,0,1
Marsfield NSW 2122,"Group home, 4 residents",53122.8,Improved Liveability,4,1,0,1
Ryde NSW 2112,"Group home, 5 residents",43719.6,Improved Liveability,2,1,0,1
Girrawheen WA 6064,"Villa / Duplex / Townhouse, 3 residents",30201,Fully Accessible,1,0,0,0
Yangebup WA 6164,"Villa / Duplex / Townhouse, 3 residents",36498.66,High Physical Support,1,1,0,0
Pearsall WA 6065,"House, 3 residents",64608,High Physical Support,1,1,0,1
Gosnells WA 6110,"House, 3 residents",59324.01,Fully Accessible,1,1,0,1
Gosnells WA 6110,"Villa / Duplex / Townhouse, 2 residents",46129.89,Fully Accessible,1,1,0,1
Gosnells WA 6110,"Villa / Duplex / Townhouse, 3 residents",34901.28,Fully Accessible,1,1,0,0
Gosnells WA 6110,"Villa / Duplex / Townhouse, 2 residents",46129.89,Fully Accessible,1,1,0,1
Gosnells WA 6110,"Villa / Duplex / Townhouse, 2 residents",42504.55,Fully Accessible,1,1,0,0
Gosnells WA 6110,"Villa / Duplex / Townhouse, 1 residents",72765.13,Fully Accessible,1,1,0,0
Rockingham WA 6168,"House, 3 residents",65900.16,High Physical Support,1,1,0,1
Rockingham WA 6168,"Villa / Duplex / Townhouse, 3 residents",39516.84,High Physical Support,1,1,0,1
Balcatta WA 6021,"House, 3 residents",64608,High Physical Support,1,1,0,1
Balcatta WA 6021,"House, 3 residents",64608,High Physical Support,1,1,0,1
Balcatta WA 6021,"House, 3 residents",64608,High Physical Support,1,1,0,1
Duncraig WA 6023,"House, 3 residents",64608,High Physical Support,1,1,0,1
Rockingham WA 6168,"Group home, 4 residents",54065.1,High Physical Support,1,1,0,1
Rockingham WA 6168,"House, 3 residents",65900.16,High Physical Support,3,1,0,1
Berrimah NT 0828,"House, 2 residents",104808.78,High Physical Support,2,0,0,1
Newtown QLD 4350,"House, 2 residents",74819.64,Robust,1,0,1,1
Woolloongabba QLD 4102,"Apartment, 2 bedroom, 1 resident",108703.56,High Physical Support,2,1,0,1
Boondall QLD 4034,"House, 3 residents",53347.28,Improved Liveability,2,0,0,1
Ardeer VIC 3022,"House, 3 residents",50133.48,Fully Accessible,1,1,0,0
Ardeer VIC 3022,"House, 3 residents",53779.71,Fully Accessible,3,1,0,1
Altona VIC 3018,"Villa / Duplex / Townhouse, 3 residents",34211.9,Fully Accessible,1,1,0,1
Altona VIC 3018,"Villa / Duplex / Townhouse, 3 residents",31346.52,Fully Accessible,3,1,0,0
Woolooware NSW 2230,"Group home, 4 residents",9178.26,Basic,1,0,0,0
Ivanhoe East VIC 3079,"Apartment, 2 bedroom, 1 resident",83160.04,Improved Liveability,1,0,0,0
Ivanhoe East VIC 3079,"Apartment, 2 bedroom, 1 resident",83160.04,Improved Liveability,2,0,0,0
Narangba QLD 4504,"Group home, 4 residents",12240.9,Fully Accessible,1,0,0,1
Preston VIC 3072,"Apartment, 1 bedroom, 1 resident",101958.22,Improved Liveability,1,1,0,1
Preston VIC 3072,"Apartment, 2 bedroom, 2 resident",46952.85,Improved Liveability,2,1,0,1
Preston VIC 3072,"Apartment, 2 bedroom, 2 resident",46952.85,Improved Liveability,2,1,0,1
Hackham West SA 5163,"House, 3 residents",65101.41,High Physical Support,2,0,0,1
Elizabeth Downs SA 5113,"House, 2 residents",87230.78,Robust,2,0,0,1
Davoren Park SA 5113,"House, 3 residents",65101.41,High Physical Support,2,0,0,1
Davoren Park SA 5113,"House, 2 residents",92790.32,High Physical Support,2,0,0,1
Blakeview SA 5114,"House, 2 residents",92790.32,High Physical Support,2,0,0,1
